"t","smoothMedian","smooth5","smooth95","date","pop","sens","spec","rpos","n_tested","p_infected","p_tested","p_infected_tested","p_tested_infected"
85,391.912491825406,292.941071634045,451.19814565385,"2021-03-27",3571000,0.7,0.999,0.048,25457,0.00010974866755122,0.00710346671890327,0.067238912732475,4.35202895367698
86,391.842324164591,294.662680256284,450.368019008991,"2021-03-28",3571000,0.7,0.999,0.05,24829,0.000109729018248275,0.00692883945996203,0.0701001430615165,4.42647391863686
87,393.034839841643,294.040251126519,443.3981730851,"2021-03-29",3571000,0.7,0.999,0.052,24200,0.000110062962711185,0.00675390334588932,0.0729613733905579,4.4772015192454
88,386.282566235761,291.073784244751,433.549051413497,"2021-03-30",3571000,0.7,0.999,0.0534285714285714,24457,0.000108172099197917,0.0068253833507439,0.0750051093398733,4.73263094924717
89,371.301477928292,285.763279610981,420.82065399418,"2021-03-31",3571000,0.7,0.999,0.0548571428571429,24714,0.000103976891046847,0.00689685821146435,0.0770488452891887,5.11070254136724
90,348.669375245589,278.108737225207,405.21298082715,"2021-04-01",3571000,0.7,0.999,0.0562857142857143,24971,9.76391417657768e-05,0.00696832792842084,0.079092581238504,5.64469364240501
91,337.115694777122,268.110157087431,392.865751191438,"2021-04-02",3571000,0.7,0.999,0.0577142857142857,25229,9.44037229843523e-05,0.00704007056420941,0.0811363171878193,6.05066601469737
92,336.640436522892,255.767539197652,383.778965087044,"2021-04-03",3571000,0.7,0.999,0.0591428571428571,25486,9.42706347025741e-05,0.00711152997473763,0.0831800531371346,6.27488552560737
93,328.487840996549,243.424921307872,377.952622513966,"2021-04-04",3571000,0.7,0.999,0.0605714285714286,25743,9.19876339951131e-05,0.00718298424261388,0.0852237890864501,6.65481986563912
94,315.937963882559,233.03062406307,372.488376309922,"2021-04-05",3571000,0.7,0.999,0.062,26000,8.84732466767177e-05,0.0072544333682083,0.0872675250357654,7.15556927501122
95,304.326665947808,224.584647463245,364.125782943593,"2021-04-06",3571000,0.7,0.999,0.0615714285714286,26314,8.52216930685545e-05,0.00734172220804996,0.0866544042509708,7.46514814723198
96,293.937972610946,218.086991508397,354.588749502607,"2021-04-07",3571000,0.7,0.999,0.0611428571428571,26629,8.23125098322448e-05,0.00742928132610565,0.0860412834661761,7.76582929899943
97,284.194083545623,213.537656198527,346.629382160691,"2021-04-08",3571000,0.7,0.999,0.0607142857142857,26943,7.95838934599896e-05,0.00751655479214364,0.0854281626813816,8.0685354494448
98,273.062112185229,210.289754519305,340.202968959816,"2021-04-09",3571000,0.7,0.999,0.0602857142857143,27257,7.64665673999521e-05,0.00760382058451392,0.084815041896587,8.43399126413621
99,260.542058529764,206.928757223208,334.121794224384,"2021-04-10",3571000,0.7,0.999,0.0598571428571429,27571,7.29605316521322e-05,0.00769107870389119,0.0842019211117924,8.87608118561053
100,266.262864572117,208.696146005348,328.138467570297,"2021-04-11",3571000,0.7,0.999,0.0594285714285714,27886,7.45625495861431e-05,0.00777860700636079,0.0835888003269977,8.72025475906894
101,273.119139041099,213.449219189518,327.070252184239,"2021-04-12",3571000,0.7,0.999,0.059,28200,7.6482536835928e-05,0.00786584975734506,0.0829756795422031,8.5336372954353
102,282.018305778702,220.437459354467,330.917148066209,"2021-04-13",3571000,0.7,0.999,0.0591428571428571,27771,7.8974602570345e-05,0.00774665312410638,0.0831800531371346,8.15916759978833
103,294.084886067157,228.420469607318,337.95524812858,"2021-04-14",3571000,0.7,0.999,0.0592857142857143,27343,8.23536505368684e-05,0.00762772006805157,0.0833844267320662,7.72319212324918
104,308.283655376877,237.314917539574,345.432446197623,"2021-04-15",3571000,0.7,0.999,0.0594285714285714,26914,8.63297830794951e-05,0.0075084948255193,0.0835888003269977,7.27009905896197
105,327.439667212954,245.923380808434,353.39345423137,"2021-04-16",3571000,0.7,0.999,0.0595714285714286,26486,9.16941101128407e-05,0.00738953322343394,0.0837931739219293,6.7528049711272
106,353.655311443218,254.700587842294,363.025987905417,"2021-04-17",3571000,0.7,0.999,0.0597142857142857,26057,9.90353714486749e-05,0.00727027936474123,0.0839975475168608,6.16633862697422
107,361.553846144454,258.40505694604,374.179129453638,"2021-04-18",3571000,0.7,0.999,0.0598571428571429,25629,0.000101247226587638,0.00715128920977393,0.0842019211117924,5.94734601809349
108,368.587693673458,257.231169150906,384.933962851637,"2021-04-19",3571000,0.7,0.999,0.06,25200,0.0001032169402614,0.00703200672805249,0.0844062947067239,5.75046722722543
109,373.208249970655,251.929441878139,395.290488099412,"2021-04-20",3571000,0.7,0.999,0.0584285714285714,25100,0.000104510851293939,0.00700419989422896,0.082158185162477,5.50614931081744
110,374.290993753817,243.740272020618,400.021851938155,"2021-04-21",3571000,0.7,0.999,0.0568571428571429,25000,0.000104814055937781,0.00697639228170965,0.0799100756182302,5.31879078417483
111,372.742913509013,232.746991986841,399.128054367867,"2021-04-22",3571000,0.7,0.999,0.0552857142857143,24900,0.000104380541447497,0.0069485838904727,0.0776619660739833,5.16993568801857
112,368.318839462809,220.793911133936,392.609095388547,"2021-04-23",3571000,0.7,0.999,0.0537142857142857,24800,0.000103141652047832,0.00692077472049635,0.0754138565297363,5.06024774166012
113,347.330554271022,208.84083028103,380.894369968912,"2021-04-24",3571000,0.7,0.999,0.0521428571428571,24700,9.72642269031145e-05,0.00689296477175882,0.0731657469854894,5.18514290945594
114,315.525857863975,196.887749428125,364.382186259187,"2021-04-25",3571000,0.7,0.999,0.0505714285714286,24600,8.83578431430902e-05,0.00686515404423826,0.0709176374412426,5.51009947921803
115,296.66480955046,185.369444252751,343.072544259371,"2021-04-26",3571000,0.7,0.999,0.049,24500,8.30761158080258e-05,0.00683734253791279,0.0686695278969957,5.65164944920498
116,274.212522970453,174.285914754907,317.684333711548,"2021-04-27",3571000,0.7,0.999,0.0481428571428571,24514,7.67887210782562e-05,0.00684123619568322,0.0674432863274064,6.00863570977653
117,248.168998123952,163.637160934594,296.222667447036,"2021-04-28",3571000,0.7,0.999,0.0472857142857143,24529,6.9495658953781e-05,0.00684540795492639,0.0662170447578173,6.52246042070542
118,218.662471054475,153.423182791812,278.687545465833,"2021-04-29",3571000,0.7,0.999,0.0464285714285714,24543,6.12328398360333e-05,0.00684930158107666,0.064990803188228,7.26965484900837
119,189.359417908361,143.64398032656,265.07896776794,"2021-04-30",3571000,0.7,0.999,0.0455714285714286,24557,5.30270002543716e-05,0.00685319519196215,0.0637645616186389,8.2409147228049
120,171.164473790432,134.29955353884,254.532208095177,"2021-05-01",3571000,0.7,0.999,0.0447142857142857,24571,4.79318044778583e-05,0.00685708878758273,0.0625383200490496,8.94668619039147
121,164.892677950986,128.027757699394,247.395531479113,"2021-05-02",3571000,0.7,0.999,0.0438571428571429,24586,4.61754908851823e-05,0.00686126048023716,0.0613120784794605,9.11042054925544
122,148.949833785053,125.010934558582,243.668937919749,"2021-05-03",3571000,0.7,0.999,0.043,24600,4.17109587748678e-05,0.00686515404423826,0.0600858369098712,9.88945203800462
123,140.348699101677,125.249084116405,242.633537675001,"2021-05-04",3571000,0.7,0.999,0.0422857142857143,24157,3.93023520307132e-05,0.0067419431539858,0.0590639689352136,10.1318598108024
124,138.802411634736,128.742206372862,241.296884806234,"2021-05-05",3571000,0.7,0.999,0.0415714285714286,23714,3.88693395784755e-05,0.00661871697787009,0.0580421009605559,9.88347739439386
125,144.31097138423,135.361689891853,238.771274420514,"2021-05-06",3571000,0.7,0.999,0.0408571428571429,23271,4.04119214181546e-05,0.00649547551399476,0.0570202329858983,9.16495712564147
126,152.951430116787,144.787166711002,235.489790686666,"2021-05-07",3571000,0.7,0.999,0.0401428571428571,22829,4.28315402175265e-05,0.00637249700963172,0.0559983650112405,8.33146349083133
127,165.404980203941,157.35209806187,234.114945018399,"2021-05-08",3571000,0.7,0.999,0.0394285714285714,22386,4.63189527314312e-05,0.0062492249990671,0.0549764970365828,7.41727693271048
128,183.270746337376,169.19236061541,234.298472384144,"2021-05-09",3571000,0.7,0.999,0.0387142857142857,21943,5.13219676105786e-05,0.00612593769505654,0.0539546290619252,6.44017973942824
129,197.252768444833,177.54119940395,234.604337254312,"2021-05-10",3571000,0.7,0.999,0.038,21500,5.52374036529916e-05,0.00600263509570254,0.0529327610872675,5.75219015381186
130,210.151061178452,182.398614427489,235.327123268439,"2021-05-11",3571000,0.7,0.999,0.0362857142857143,21614,5.88493590530529e-05,0.00603436679740199,0.0504802779480891,5.17620783089515
131,219.017885413264,186.137894351718,237.999369734436,"2021-05-12",3571000,0.7,0.999,0.0345714285714286,21729,6.13323677998499e-05,0.00606637582101299,0.0480277948089107,4.75042238897652
132,224.991793038824,186.723431958455,243.50878154524,"2021-05-13",3571000,0.7,0.999,0.0328571428571429,21843,6.30052626823926e-05,0.00609810548789647,0.0455753116697323,4.41110863400074
133,228.391949925793,183.405738972971,251.422274532025,"2021-05-14",3571000,0.7,0.999,0.0311428571428571,21957,6.39574208697264e-05,0.00612983414186352,0.0431228285305538,4.13299634390723
134,229.159439591017,175.851354163702,259.512668570543,"2021-05-15",3571000,0.7,0.999,0.0294285714285714,22071,6.41723437667368e-05,0.00616156178294647,0.0406703453913754,3.90499756053206
135,224.997931058821,165.286545588953,267.779963660794,"2021-05-16",3571000,0.7,0.999,0.0277142857142857,22186,6.3006981534254e-05,0.00619356671045268,0.038217862252197,3.75680398625647
136,214.726821848913,156.489462664413,274.139473691712,"2021-05-17",3571000,0.7,0.999,0.026,22300,6.01307258047922e-05,0.00622529231697999,0.0357653791130186,3.70276488145112
137,202.967538159489,149.460105390081,278.296615023761,"2021-05-18",3571000,0.7,0.999,0.0248571428571429,21971,5.68377312124024e-05,0.00613373057339472,0.0341303903535664,3.68323320315582
138,192.954681381637,141.82518510027,278.933034715156,"2021-05-19",3571000,0.7,0.999,0.0237142857142857,21643,5.40337948422394e-05,0.00604243873533561,0.032495401594114,3.63386421194072
139,183.549699625803,135.748920449258,276.048732765895,"2021-05-20",3571000,0.7,0.999,0.0225714285714286,21314,5.14000839052935e-05,0.00595086014447832,0.0308604128346618,3.57287356025159
140,174.433427021326,132.301167674154,269.643709175978,"2021-05-21",3571000,0.7,0.999,0.0214285714285714,20986,4.88472212325192e-05,0.00585955150880957,0.0292254240752094,3.50578545543728
141,164.774412718027,131.481926774959,259.717963945406,"2021-05-22",3571000,0.7,0.999,0.0202857142857143,20657,4.61423726457651e-05,0.00576795606758052,0.0275904353157572,3.44889977826737
142,154.154880072292,133.291197751671,246.271497074179,"2021-05-23",3571000,0.7,0.999,0.0191428571428571,20329,4.31685466458393e-05,0.00567663063121149,0.0259554465563049,3.41312122868269
143,151.455983335961,134.400859109872,232.825030202952,"2021-05-24",3571000,0.7,0.999,0.018,20000,4.2412764865853e-05,0.00558501833651004,0.0243204577968526,3.20257835529838
144,149.419590427264,134.810910849562,219.378563331724,"2021-05-25",3571000,0.7,0.999,0.0168571428571429,20129,4.18425064204044e-05,0.00562094027256155,0.0226854690374004,3.04746721511144
145,148.0457013462,134.521352970741,205.932096460497,"2021-05-26",3571000,0.7,0.999,0.0157142857142857,20257,4.14577713094931e-05,0.00565658246140932,0.0210504802779481,2.87217025381241
146,147.33431609277,133.532185473408,192.48562958927,"2021-05-27",3571000,0.7,0.999,0.0145714285714286,20386,4.12585595331196e-05,0.00569250181230074,0.0194154915184959,2.6787828248591
147,146.05359387278,131.843408357565,180.207789273088,"2021-05-28",3571000,0.7,0.999,0.0134285714285714,20514,4.08999142740913e-05,0.00572814143612077,0.0177805027590435,2.49020655462974
148,142.418811043812,129.530334315711,168.836902967401,"2021-05-29",3571000,0.7,0.999,0.0122857142857143,20643,3.988205293862e-05,0.00576405820203818,0.0161455139995913,2.3334727161286
149,140.054048549541,125.534133796527,158.37297067221,"2021-05-30",3571000,0.7,0.999,0.0111428571428571,20771,3.92198399746684e-05,0.00579969526101498,0.0145105252401389,2.14576664576978
150,136.87191933131,120.244386595468,148.815992387514,"2021-05-31",3571000,0.7,0.999,0.01,20900,3.83287368611901e-05,0.00583560944214445,0.0128755364806867,1.9603203343612
151,131.050919276208,113.661092712534,140.21718065889,"2021-06-01",3571000,0.7,0.999,0.00957142857142857,20600,3.66986612366866e-05,0.00575208609089539,0.0122624156958921,1.92199029578242
152,122.724935257968,105.784252147723,132.923814525275,"2021-06-02",3571000,0.7,0.999,0.00914285714285714,20300,3.4367105924942e-05,0.0056685557225471,0.0116492949110975,1.92145004808262
153,111.413747349097,96.6138649010377,126.762254467201,"2021-06-03",3571000,0.7,0.999,0.00871428571428571,20000,3.11995932089322e-05,0.00558501833651004,0.0110361741263029,1.97557815730344
154,98.7531815248147,86.1499309724765,120.563873929622,"2021-06-04",3571000,0.7,0.999,0.00828571428571429,19700,2.7654209332068e-05,0.00550147393219458,0.0104230533415083,2.07354170078141
155,87.9811410325124,74.3171376695386,114.590345457088,"2021-06-05",3571000,0.7,0.999,0.00785714285714286,19400,2.46376760102247e-05,0.00541792250901119,0.00980993255671368,2.15724301224042
156,75.8361785199983,63.7409232677636,108.8416690496,"2021-06-06",3571000,0.7,0.999,0.00742857142857143,19100,2.1236678387006e-05,0.00533436406637011,0.00919681177191907,2.31011372622719
157,65.189664543641,54.9619816815222,103.317844707157,"2021-06-07",3571000,0.7,0.999,0.007,18800,1.82552967078244e-05,0.00525079860368161,0.00858369098712446,2.46894002168201
158,57.9257931305255,47.9803129108142,97.9676598841818,"2021-06-08",3571000,0.7,0.999,0.00671428571428571,18614,1.62211686167812e-05,0.00519898449108824,0.00817494379726139,2.62011985828884
