"t","smoothMedian","smooth5","smooth95","date","pop","sens","spec","rpos","n_tested","p_infected","p_tested","p_infected_tested","p_tested_infected"
72,296.598714089491,250.230094028175,345.971676531312,"2021-03-14",3571000,0.7,0.999,0.0358571428571429,27929,8.30576068578804e-05,0.00779055471540691,0.0498671571632946,4.67738995956373
73,294.793322053114,239.52065321475,356.704286315332,"2021-03-15",3571000,0.7,0.999,0.035,28200,8.25520364192422e-05,0.00786584975734506,0.0486409155937053,4.63467832794258
74,293.361215263034,230.842677976012,366.888603231185,"2021-03-16",3571000,0.7,0.999,0.0354285714285714,28257,8.21509983934567e-05,0.00788168599457784,0.0492540363784999,4.72550372232323
75,292.786427094872,224.023840281099,373.958848050453,"2021-03-17",3571000,0.7,0.999,0.0358571428571429,28314,8.19900383911711e-05,0.00789752197903593,0.0498671571632946,4.80335144923613
76,295.173297363655,222.238662286724,377.506582916666,"2021-03-18",3571000,0.7,0.999,0.0362857142857143,28371,8.26584422748964e-05,0.00791335771072332,0.0504802779480891,4.83276100717528
77,297.262859175572,225.733960444201,380.628552790646,"2021-03-19",3571000,0.7,0.999,0.0367142857142857,28429,8.32435897999361e-05,0.00792947100280761,0.0510933987328837,4.86696482769414
78,298.627689169017,234.509734753532,383.742195595279,"2021-03-20",3571000,0.7,0.999,0.0371428571428571,28486,8.36257880618922e-05,0.00794530622453149,0.0517065195176783,4.91264884784839
79,306.07888163403,247.138756059437,386.847511330563,"2021-03-21",3571000,0.7,0.999,0.0375714285714286,28543,8.57123723422095e-05,0.00796114119349678,0.052319640302473,4.85955565408884
80,315.450353826463,258.340548210065,393.4701919493,"2021-03-22",3571000,0.7,0.999,0.038,28600,8.83366994753467e-05,0.00797697590970758,0.0529327610872675,4.7799313596189
81,330.613717600233,268.115111205416,403.610237451489,"2021-03-23",3571000,0.7,0.999,0.04,27971,9.25829508821711e-05,0.00780222443186729,0.055793991416309,4.70191583689897
82,351.568972955339,276.46244504549,417.26764783713,"2021-03-24",3571000,0.7,0.999,0.042,27343,9.84511265626824e-05,0.00762772006805157,0.0586552217453505,4.54444380296825
83,378.316119891781,283.382549730286,434.439241106478,"2021-03-25",3571000,0.7,0.999,0.044,26714,0.000105941226516881,0.00745290706646329,0.061516452074392,4.32764859764893
84,391.621485061268,288.875425259804,445.888553019679,"2021-03-26",3571000,0.7,0.999,0.046,26086,0.00010966717587826,0.00727834126589977,0.0643776824034335,4.27258875490732
