"t","smoothMedian","smooth5","smooth95","date"
53,1109.76014359214,1032.53655758685,1301.49711073949,2021-02-23
54,1116.39771702521,1050.78043623776,1295.37640257024,2021-02-24
55,1129.20366945716,1064.68910518168,1293.03253140438,2021-02-25
56,1148.87924393187,1074.26256441862,1293.25583602692,2021-02-26
57,1172.3013292005,1079.50081394857,1297.49790989584,2021-02-27
58,1197.52910053037,1080.40385377154,1305.75875301114,2021-02-28
59,1221.24449815073,1081.30689359451,1318.03836537283,2021-03-01
60,1242.35349761735,1082.20993341747,1334.33674698089,2021-03-02
61,1261.30119501842,1083.11297324044,1352.58028434494,2021-03-03
62,1278.46012421002,1084.0160130634,1368.57617832246,2021-03-04
63,1279.36316403299,1084.91905288637,1383.53409012845,2021-03-05
64,1268.7451354472,1085.82209270933,1396.00242630493,2021-03-06
65,1245.32344376326,1086.7251325323,1405.98118685189,2021-03-07
66,1230.20539630649,1088.62637421139,1413.84453638903,2021-03-08
67,1222.31813788139,1091.15807616724,1422.18656745244,2021-03-09
68,1221.21657239975,1093.75157645885,1431.0072800421,2021-03-10
69,1226.5281660055,1096.40687508622,1442.79624978753,2021-03-11
70,1252.72003985781,1099.12397204934,1457.55347668873,2021-03-12
71,1297.46937540104,1101.87239645484,1475.27896074571,2021-03-13
72,1300.31006903567,1104.71309008947,1495.67615881164,2021-03-14
73,1299.92255242013,1104.96381795256,1518.37090626683,2021-03-15
74,1295.9760972361,1102.99232162346,1540.7691105752,2021-03-16
75,1289.71950746261,1099.36726304319,1564.2607971003,2021-03-17
76,1281.15278309966,1094.08864221174,1589.50363751841,2021-03-18
77,1257.7366922032,1087.15645912912,1615.13747927038,2021-03-19
78,1220.74713055385,1078.60118468869,1641.16232235622,2021-03-20
79,1234.84901064912,1068.36187710371,1667.87470992272,2021-03-21
80,1241.16065846428,1058.12256951874,1695.2746419699,2021-03-22
81,1242.17968195739,1047.88326193377,1725.05286815064,2021-03-23
82,1245.42031269675,1037.64395434879,1760.36730660858,2021-03-24
83,1250.88255068235,1027.40464676382,1801.67530971864,2021-03-25
84,1270.69169947238,1031.776259192,1849.73643249013,2021-03-26
85,1301.93358998352,1050.75879163335,1899.77327464709,2021-03-27
86,1349.4384709438,1084.35224408786,1951.78583618953,2021-03-28
87,1422.29601225684,1132.55661655553,2005.61635041833,2021-03-29
88,1520.50621392265,1195.37190903636,2060.88197898569,2021-03-30
89,1620.59802141618,1272.79812153035,2115.78667875944,2021-03-31
90,1722.57143473743,1364.8352540375,2169.21542568839,2021-04-01
91,1826.84038227227,1456.87238654466,2223.52974262178,2021-04-02
92,1942.56984280173,1548.90951905181,2288.91291434362,2021-04-03
93,2056.03180304425,1640.94665155896,2365.70617963076,2021-04-04
94,2155.30280895768,1732.98378406611,2454.06730518234,2021-04-05
95,2240.90344303314,1825.02091657327,2552.68837969325,2021-04-06
96,2271.14336214596,1913.19462844519,2645.99391258744,2021-04-07
97,2311.82065541559,1990.59062743991,2733.98390386493,2021-04-08
98,2362.93532284203,2053.34549292221,2814.89742822631,2021-04-09
99,2419.28347750259,2101.45922489207,2883.32860116352,2021-04-10
100,2473.08137769144,2134.9318233495,2938.9361838997,2021-04-11
101,2510.01538374406,2153.7632882945,2981.72017643487,2021-04-12
102,2532.06103580145,2157.95361972708,3011.68057876901,2021-04-13
103,2597.97028811843,2151.36623828245,3033.52399146049,2021-04-14
104,2641.94505157555,2140.91543620259,3047.2504145093,2021-04-15
105,2663.45283534954,2130.46463412274,3052.85984791544,2021-04-16
106,2641.66363931654,2120.01383204288,3050.35229167892,2021-04-17
107,2603.23315327934,2109.56302996302,3039.72774579974,2021-04-18
108,2551.12448956788,2099.11222788316,3020.98621027789,2021-04-19
109,2482.84152555001,2088.66142580331,2994.12768511337,2021-04-20
